id,entrada_canonica,variantes,grafias_alternativas,tipo_de_entrada,tipo_morfologico,origem,forma_original,transliteracao,significado_nuclear,significados_contextuais,significado_literal,definicao_medica,categoria_semantica,sistema,subarea,disciplinas,produtividade,frequencia_curricular,transferibilidade,risco_de_confusao,prioridade,nivel,exemplos,termos_de_inferencia,contrastes,sinonimos,falsos_amigos,equivalente_grego,equivalente_latino,equivalente_ingles,explicacao_leiga,limites_etimologicos,fonte,confianca,status_validacao,destino_pedagogico,nota_que_cobre,gera_card,direcao_do_card,numero_de_cards,conceito_complementar,id_anki,tags,observacoes
etim-v2-rai-nucle-o,nucle/o,,,morfema,raiz,greco-latina; confirmar étimo apenas quando necessário,,,núcleo,,núcleo,,raiz,celula_tecidos_embriologia,,celula;tecidos;embriologia,3,3,2,0,23,nucleo,nucleoplasma,,,,,,,,núcleo,A forma sugere sentido; não fecha diagnóstico.,"OpenRN Medical Terminology 2e, cap. 1, NCBI Bookshelf NBK607453 (CC BY 4.0); OpenRN Medical Terminology 2e, NCBI Bookshelf NBK607454 (CC BY 4.0); Prompt mestre do usuário, corpus-base de terminologia médica, 2026-07-17",alta,candidato_validado_automaticamente,card_proprio,etim-v2-rai-nucle-o,sim,reconhecimento,1,,,etim_uid::etim-v2-rai-nucle-o;terminologia::nivel::nucleo;terminologia::tipo::raiz,Texto PT-BR; forma citada preservada.
etim-v2-rai-chrom-o,chrom/o,,,morfema,raiz,greco-latina; confirmar étimo apenas quando necessário,,,cor,,cor,,raiz,celula_tecidos_embriologia,,celula;tecidos;embriologia,3,3,2,0,23,nucleo,cromatina,,,,,,,,cor,A forma sugere sentido; não fecha diagnóstico.,"OpenRN Medical Terminology 2e, cap. 1, NCBI Bookshelf NBK607453 (CC BY 4.0); OpenRN Medical Terminology 2e, NCBI Bookshelf NBK607454 (CC BY 4.0); Prompt mestre do usuário, corpus-base de terminologia médica, 2026-07-17",alta,candidato_validado_automaticamente,card_proprio,etim-v2-rai-chrom-o,sim,reconhecimento,1,,,etim_uid::etim-v2-rai-chrom-o;terminologia::nivel::nucleo;terminologia::tipo::raiz,Texto PT-BR; forma citada preservada.
etim-v2-rai-plasm-o,plasm/o,,,morfema,raiz,greco-latina; confirmar étimo apenas quando necessário,,,plasma ou formação,,plasma ou formação,,raiz,celula_tecidos_embriologia,,celula;tecidos;embriologia,3,3,2,1,25,nucleo,citoplasma,,,,,,,,plasma ou formação,A forma sugere sentido; não fecha diagnóstico.,"OpenRN Medical Terminology 2e, cap. 1, NCBI Bookshelf NBK607453 (CC BY 4.0); OpenRN Medical Terminology 2e, NCBI Bookshelf NBK607454 (CC BY 4.0); Prompt mestre do usuário, corpus-base de terminologia médica, 2026-07-17",alta,candidato_validado_automaticamente,card_proprio,etim-v2-rai-plasm-o,sim,reconhecimento,1,,,etim_uid::etim-v2-rai-plasm-o;terminologia::nivel::nucleo;terminologia::tipo::raiz,Texto PT-BR; forma citada preservada.
etim-v2-rai-membran-o,membran/o,,,morfema,raiz,greco-latina; confirmar étimo apenas quando necessário,,,membrana,,membrana,,raiz,celula_tecidos_embriologia,,celula;tecidos;embriologia,3,3,2,0,23,nucleo,transmembrana,,,,,,,,membrana,A forma sugere sentido; não fecha diagnóstico.,"OpenRN Medical Terminology 2e, cap. 1, NCBI Bookshelf NBK607453 (CC BY 4.0); OpenRN Medical Terminology 2e, NCBI Bookshelf NBK607454 (CC BY 4.0); Prompt mestre do usuário, corpus-base de terminologia médica, 2026-07-17",alta,candidato_validado_automaticamente,card_proprio,etim-v2-rai-membran-o,sim,reconhecimento,1,,,etim_uid::etim-v2-rai-membran-o;terminologia::nivel::nucleo;terminologia::tipo::raiz,Texto PT-BR; forma citada preservada.
etim-v2-rai-mitochondri-o,mitochondri/o,,,morfema,raiz,greco-latina; confirmar étimo apenas quando necessário,,,mitocôndria,,mitocôndria,,raiz,celula_tecidos_embriologia,,celula;tecidos;embriologia,3,3,2,0,23,nucleo,mitocondrial,,,,,,,,mitocôndria,A forma sugere sentido; não fecha diagnóstico.,"OpenRN Medical Terminology 2e, cap. 1, NCBI Bookshelf NBK607453 (CC BY 4.0); OpenRN Medical Terminology 2e, NCBI Bookshelf NBK607454 (CC BY 4.0); Prompt mestre do usuário, corpus-base de terminologia médica, 2026-07-17",alta,candidato_validado_automaticamente,card_proprio,etim-v2-rai-mitochondri-o,sim,reconhecimento,1,,,etim_uid::etim-v2-rai-mitochondri-o;terminologia::nivel::nucleo;terminologia::tipo::raiz,Texto PT-BR; forma citada preservada.
etim-v2-rai-ribosom-o,ribosom/o,,,morfema,raiz,greco-latina; confirmar étimo apenas quando necessário,,,ribossomo,,ribossomo,,raiz,celula_tecidos_embriologia,,celula;tecidos;embriologia,3,3,2,0,23,nucleo,ribossômico,,,,,,,,ribossomo,A forma sugere sentido; não fecha diagnóstico.,"OpenRN Medical Terminology 2e, cap. 1, NCBI Bookshelf NBK607453 (CC BY 4.0); OpenRN Medical Terminology 2e, NCBI Bookshelf NBK607454 (CC BY 4.0); Prompt mestre do usuário, corpus-base de terminologia médica, 2026-07-17",alta,candidato_validado_automaticamente,card_proprio,etim-v2-rai-ribosom-o,sim,reconhecimento,1,,,etim_uid::etim-v2-rai-ribosom-o;terminologia::nivel::nucleo;terminologia::tipo::raiz,Texto PT-BR; forma citada preservada.
etim-v2-rai-lysosom-o,lysosom/o,,,morfema,raiz,greco-latina; confirmar étimo apenas quando necessário,,,lisossomo,,lisossomo,,raiz,celula_tecidos_embriologia,,celula;tecidos;embriologia,3,3,2,0,23,nucleo,lisossomal,,,,,,,,lisossomo,A forma sugere sentido; não fecha diagnóstico.,"OpenRN Medical Terminology 2e, cap. 1, NCBI Bookshelf NBK607453 (CC BY 4.0); OpenRN Medical Terminology 2e, NCBI Bookshelf NBK607454 (CC BY 4.0); Prompt mestre do usuário, corpus-base de terminologia médica, 2026-07-17",alta,candidato_validado_automaticamente,card_proprio,etim-v2-rai-lysosom-o,sim,reconhecimento,1,,,etim_uid::etim-v2-rai-lysosom-o;terminologia::nivel::nucleo;terminologia::tipo::raiz,Texto PT-BR; forma citada preservada.
etim-v2-rai-peroxisom-o,peroxisom/o,,,morfema,raiz,greco-latina; confirmar étimo apenas quando necessário,,,peroxissomo,,peroxissomo,,raiz,celula_tecidos_embriologia,,celula;tecidos;embriologia,3,3,2,0,23,nucleo,peroxissomal,,,,,,,,peroxissomo,A forma sugere sentido; não fecha diagnóstico.,"OpenRN Medical Terminology 2e, cap. 1, NCBI Bookshelf NBK607453 (CC BY 4.0); OpenRN Medical Terminology 2e, NCBI Bookshelf NBK607454 (CC BY 4.0); Prompt mestre do usuário, corpus-base de terminologia médica, 2026-07-17",alta,candidato_validado_automaticamente,card_proprio,etim-v2-rai-peroxisom-o,sim,reconhecimento,1,,,etim_uid::etim-v2-rai-peroxisom-o;terminologia::nivel::nucleo;terminologia::tipo::raiz,Texto PT-BR; forma citada preservada.
etim-v2-rai-reticul-o,reticul/o,,,morfema,raiz,greco-latina; confirmar étimo apenas quando necessário,,,rede,,rede,,raiz,celula_tecidos_embriologia,,celula;tecidos;embriologia,3,3,2,0,23,nucleo,retículo,,,,,,,,rede,A forma sugere sentido; não fecha diagnóstico.,"OpenRN Medical Terminology 2e, cap. 1, NCBI Bookshelf NBK607453 (CC BY 4.0); OpenRN Medical Terminology 2e, NCBI Bookshelf NBK607454 (CC BY 4.0); Prompt mestre do usuário, corpus-base de terminologia médica, 2026-07-17",alta,candidato_validado_automaticamente,card_proprio,etim-v2-rai-reticul-o,sim,reconhecimento,1,,,etim_uid::etim-v2-rai-reticul-o;terminologia::nivel::nucleo;terminologia::tipo::raiz,Texto PT-BR; forma citada preservada.
etim-v2-rai-centri-o,centri/o,,,morfema,raiz,greco-latina; confirmar étimo apenas quando necessário,,,centríolo,,centríolo,,raiz,celula_tecidos_embriologia,,celula;tecidos;embriologia,3,3,2,0,23,nucleo,centriolar,,,,,,,,centríolo,A forma sugere sentido; não fecha diagnóstico.,"OpenRN Medical Terminology 2e, cap. 1, NCBI Bookshelf NBK607453 (CC BY 4.0); OpenRN Medical Terminology 2e, NCBI Bookshelf NBK607454 (CC BY 4.0); Prompt mestre do usuário, corpus-base de terminologia médica, 2026-07-17",alta,candidato_validado_automaticamente,card_proprio,etim-v2-rai-centri-o,sim,reconhecimento,1,,,etim_uid::etim-v2-rai-centri-o;terminologia::nivel::nucleo;terminologia::tipo::raiz,Texto PT-BR; forma citada preservada.
etim-v2-rai-centrosom-o,centrosom/o,,,morfema,raiz,greco-latina; confirmar étimo apenas quando necessário,,,centrossomo,,centrossomo,,raiz,celula_tecidos_embriologia,,celula;tecidos;embriologia,3,3,2,0,23,nucleo,centrossomal,,,,,,,,centrossomo,A forma sugere sentido; não fecha diagnóstico.,"OpenRN Medical Terminology 2e, cap. 1, NCBI Bookshelf NBK607453 (CC BY 4.0); OpenRN Medical Terminology 2e, NCBI Bookshelf NBK607454 (CC BY 4.0); Prompt mestre do usuário, corpus-base de terminologia médica, 2026-07-17",alta,candidato_validado_automaticamente,card_proprio,etim-v2-rai-centrosom-o,sim,reconhecimento,1,,,etim_uid::etim-v2-rai-centrosom-o;terminologia::nivel::nucleo;terminologia::tipo::raiz,Texto PT-BR; forma citada preservada.
etim-v2-rai-microtubul-o,microtubul/o,,,morfema,raiz,greco-latina; confirmar étimo apenas quando necessário,,,microtúbulo,,microtúbulo,,raiz,celula_tecidos_embriologia,,celula;tecidos;embriologia,3,3,2,0,23,nucleo,microtubular,,,,,,,,microtúbulo,A forma sugere sentido; não fecha diagnóstico.,"OpenRN Medical Terminology 2e, cap. 1, NCBI Bookshelf NBK607453 (CC BY 4.0); OpenRN Medical Terminology 2e, NCBI Bookshelf NBK607454 (CC BY 4.0); Prompt mestre do usuário, corpus-base de terminologia médica, 2026-07-17",alta,candidato_validado_automaticamente,card_proprio,etim-v2-rai-microtubul-o,sim,reconhecimento,1,,,etim_uid::etim-v2-rai-microtubul-o;terminologia::nivel::nucleo;terminologia::tipo::raiz,Texto PT-BR; forma citada preservada.
etim-v2-rai-actin-o,actin/o,,,morfema,raiz,greco-latina; confirmar étimo apenas quando necessário,,,actina,,actina,,raiz,celula_tecidos_embriologia,,celula;tecidos;embriologia,3,3,2,0,23,nucleo,actinomiosina,,,,,,,,actina,A forma sugere sentido; não fecha diagnóstico.,"OpenRN Medical Terminology 2e, cap. 1, NCBI Bookshelf NBK607453 (CC BY 4.0); OpenRN Medical Terminology 2e, NCBI Bookshelf NBK607454 (CC BY 4.0); Prompt mestre do usuário, corpus-base de terminologia médica, 2026-07-17",alta,candidato_validado_automaticamente,card_proprio,etim-v2-rai-actin-o,sim,reconhecimento,1,,,etim_uid::etim-v2-rai-actin-o;terminologia::nivel::nucleo;terminologia::tipo::raiz,Texto PT-BR; forma citada preservada.
etim-v2-rai-myosin-o,myosin/o,,,morfema,raiz,greco-latina; confirmar étimo apenas quando necessário,,,miosina,,miosina,,raiz,celula_tecidos_embriologia,,celula;tecidos;embriologia,3,3,2,0,23,nucleo,miosina,,,,,,,,miosina,A forma sugere sentido; não fecha diagnóstico.,"OpenRN Medical Terminology 2e, cap. 1, NCBI Bookshelf NBK607453 (CC BY 4.0); OpenRN Medical Terminology 2e, NCBI Bookshelf NBK607454 (CC BY 4.0); Prompt mestre do usuário, corpus-base de terminologia médica, 2026-07-17",alta,candidato_validado_automaticamente,card_proprio,etim-v2-rai-myosin-o,sim,reconhecimento,1,,,etim_uid::etim-v2-rai-myosin-o;terminologia::nivel::nucleo;terminologia::tipo::raiz,Texto PT-BR; forma citada preservada.
etim-v2-rai-gen-o,gen/o,,,morfema,raiz,greco-latina; confirmar étimo apenas quando necessário,,,origem ou produção,,origem ou produção,,raiz,celula_tecidos_embriologia,,celula;tecidos;embriologia,3,3,2,1,25,nucleo,patógeno,,,,,,,,origem ou produção,A forma sugere sentido; não fecha diagnóstico.,"OpenRN Medical Terminology 2e, cap. 1, NCBI Bookshelf NBK607453 (CC BY 4.0); OpenRN Medical Terminology 2e, NCBI Bookshelf NBK607454 (CC BY 4.0); Prompt mestre do usuário, corpus-base de terminologia médica, 2026-07-17",alta,candidato_validado_automaticamente,card_proprio,etim-v2-rai-gen-o,sim,reconhecimento,1,,,etim_uid::etim-v2-rai-gen-o;terminologia::nivel::nucleo;terminologia::tipo::raiz,Texto PT-BR; forma citada preservada.
etim-v2-rai-morph-o,morph/o,,,morfema,raiz,greco-latina; confirmar étimo apenas quando necessário,,,forma,,forma,,raiz,celula_tecidos_embriologia,,celula;tecidos;embriologia,3,3,2,0,23,nucleo,morfologia,,,,,,,,forma,A forma sugere sentido; não fecha diagnóstico.,"OpenRN Medical Terminology 2e, cap. 1, NCBI Bookshelf NBK607453 (CC BY 4.0); OpenRN Medical Terminology 2e, NCBI Bookshelf NBK607454 (CC BY 4.0); Prompt mestre do usuário, corpus-base de terminologia médica, 2026-07-17",alta,candidato_validado_automaticamente,card_proprio,etim-v2-rai-morph-o,sim,reconhecimento,1,,,etim_uid::etim-v2-rai-morph-o;terminologia::nivel::nucleo;terminologia::tipo::raiz,Texto PT-BR; forma citada preservada.
etim-v2-rai-blast-o,blast/o,,,morfema,raiz,greco-latina; confirmar étimo apenas quando necessário,,,broto ou precursor,,broto ou precursor,,raiz,celula_tecidos_embriologia,,celula;tecidos;embriologia,3,3,2,1,25,nucleo,blastocisto,,,,,,,,broto ou precursor,A forma sugere sentido; não fecha diagnóstico.,"OpenRN Medical Terminology 2e, cap. 1, NCBI Bookshelf NBK607453 (CC BY 4.0); OpenRN Medical Terminology 2e, NCBI Bookshelf NBK607454 (CC BY 4.0); Prompt mestre do usuário, corpus-base de terminologia médica, 2026-07-17",alta,candidato_validado_automaticamente,card_proprio,etim-v2-rai-blast-o,sim,reconhecimento,1,,,etim_uid::etim-v2-rai-blast-o;terminologia::nivel::nucleo;terminologia::tipo::raiz,Texto PT-BR; forma citada preservada.
etim-v2-rai-embry-o,embry/o,,,morfema,raiz,greco-latina; confirmar étimo apenas quando necessário,,,embrião,,embrião,,raiz,celula_tecidos_embriologia,,celula;tecidos;embriologia,3,3,2,0,23,nucleo,embriologia,,,,,,,,embrião,A forma sugere sentido; não fecha diagnóstico.,"OpenRN Medical Terminology 2e, cap. 1, NCBI Bookshelf NBK607453 (CC BY 4.0); OpenRN Medical Terminology 2e, NCBI Bookshelf NBK607454 (CC BY 4.0); Prompt mestre do usuário, corpus-base de terminologia médica, 2026-07-17",alta,candidato_validado_automaticamente,card_proprio,etim-v2-rai-embry-o,sim,reconhecimento,1,,,etim_uid::etim-v2-rai-embry-o;terminologia::nivel::nucleo;terminologia::tipo::raiz,Texto PT-BR; forma citada preservada.
etim-v2-rai-fet-o,fet/o,,,morfema,raiz,greco-latina; confirmar étimo apenas quando necessário,,,feto,,feto,,raiz,celula_tecidos_embriologia,,celula;tecidos;embriologia,3,3,2,0,23,nucleo,fetometria,,,,,,,,feto,A forma sugere sentido; não fecha diagnóstico.,"OpenRN Medical Terminology 2e, cap. 1, NCBI Bookshelf NBK607453 (CC BY 4.0); OpenRN Medical Terminology 2e, NCBI Bookshelf NBK607454 (CC BY 4.0); Prompt mestre do usuário, corpus-base de terminologia médica, 2026-07-17",alta,candidato_validado_automaticamente,card_proprio,etim-v2-rai-fet-o,sim,reconhecimento,1,,,etim_uid::etim-v2-rai-fet-o;terminologia::nivel::nucleo;terminologia::tipo::raiz,Texto PT-BR; forma citada preservada.
etim-v2-rai-germ-o,germ/o,,,morfema,raiz,greco-latina; confirmar étimo apenas quando necessário,,,germe ou origem,,germe ou origem,,raiz,celula_tecidos_embriologia,,celula;tecidos;embriologia,3,3,2,1,25,nucleo,germinativo,,,,,,,,germe ou origem,A forma sugere sentido; não fecha diagnóstico.,"OpenRN Medical Terminology 2e, cap. 1, NCBI Bookshelf NBK607453 (CC BY 4.0); OpenRN Medical Terminology 2e, NCBI Bookshelf NBK607454 (CC BY 4.0); Prompt mestre do usuário, corpus-base de terminologia médica, 2026-07-17",alta,candidato_validado_automaticamente,card_proprio,etim-v2-rai-germ-o,sim,reconhecimento,1,,,etim_uid::etim-v2-rai-germ-o;terminologia::nivel::nucleo;terminologia::tipo::raiz,Texto PT-BR; forma citada preservada.
etim-v2-rai-organ-o,organ/o,,,morfema,raiz,greco-latina; confirmar étimo apenas quando necessário,,,órgão,,órgão,,raiz,celula_tecidos_embriologia,,celula;tecidos;embriologia,3,3,2,0,23,nucleo,organogênese,,,,,,,,órgão,A forma sugere sentido; não fecha diagnóstico.,"OpenRN Medical Terminology 2e, cap. 1, NCBI Bookshelf NBK607453 (CC BY 4.0); OpenRN Medical Terminology 2e, NCBI Bookshelf NBK607454 (CC BY 4.0); Prompt mestre do usuário, corpus-base de terminologia médica, 2026-07-17",alta,candidato_validado_automaticamente,card_proprio,etim-v2-rai-organ-o,sim,reconhecimento,1,,,etim_uid::etim-v2-rai-organ-o;terminologia::nivel::nucleo;terminologia::tipo::raiz,Texto PT-BR; forma citada preservada.
etim-v2-rai-somat-o,somat/o,,,morfema,raiz,greco-latina; confirmar étimo apenas quando necessário,,,corpo,,corpo,,raiz,celula_tecidos_embriologia,,celula;tecidos;embriologia,3,3,2,0,23,nucleo,somático,,,,,,,,corpo,A forma sugere sentido; não fecha diagnóstico.,"OpenRN Medical Terminology 2e, cap. 1, NCBI Bookshelf NBK607453 (CC BY 4.0); OpenRN Medical Terminology 2e, NCBI Bookshelf NBK607454 (CC BY 4.0); Prompt mestre do usuário, corpus-base de terminologia médica, 2026-07-17",alta,candidato_validado_automaticamente,card_proprio,etim-v2-rai-somat-o,sim,reconhecimento,1,,,etim_uid::etim-v2-rai-somat-o;terminologia::nivel::nucleo;terminologia::tipo::raiz,Texto PT-BR; forma citada preservada.
etim-v2-rai-epitheli-o,epitheli/o,,,morfema,raiz,greco-latina; confirmar étimo apenas quando necessário,,,epitélio,,epitélio,,raiz,celula_tecidos_embriologia,,celula;tecidos;embriologia,3,2,2,0,20,nucleo,epitelial,,,,,,,,epitélio,A forma sugere sentido; não fecha diagnóstico.,"OpenRN Medical Terminology 2e, cap. 1, NCBI Bookshelf NBK607453 (CC BY 4.0); OpenRN Medical Terminology 2e, NCBI Bookshelf NBK607454 (CC BY 4.0); Prompt mestre do usuário, corpus-base de terminologia médica, 2026-07-17",alta,candidato_validado_automaticamente,card_proprio,etim-v2-rai-epitheli-o,sim,reconhecimento,1,,,etim_uid::etim-v2-rai-epitheli-o;terminologia::nivel::nucleo;terminologia::tipo::raiz,Texto PT-BR; forma citada preservada.
etim-v2-rai-endotheli-o,endotheli/o,,,morfema,raiz,greco-latina; confirmar étimo apenas quando necessário,,,endotélio,,endotélio,,raiz,celula_tecidos_embriologia,,celula;tecidos;embriologia,3,2,2,0,20,nucleo,endotelial,,,,,,,,endotélio,A forma sugere sentido; não fecha diagnóstico.,"OpenRN Medical Terminology 2e, cap. 1, NCBI Bookshelf NBK607453 (CC BY 4.0); OpenRN Medical Terminology 2e, NCBI Bookshelf NBK607454 (CC BY 4.0); Prompt mestre do usuário, corpus-base de terminologia médica, 2026-07-17",alta,candidato_validado_automaticamente,card_proprio,etim-v2-rai-endotheli-o,sim,reconhecimento,1,,,etim_uid::etim-v2-rai-endotheli-o;terminologia::nivel::nucleo;terminologia::tipo::raiz,Texto PT-BR; forma citada preservada.
etim-v2-rai-mesenchym-o,mesenchym/o,,,morfema,raiz,greco-latina; confirmar étimo apenas quando necessário,,,mesênquima,,mesênquima,,raiz,celula_tecidos_embriologia,,celula;tecidos;embriologia,3,2,2,0,20,nucleo,mesenquimal,,,,,,,,mesênquima,A forma sugere sentido; não fecha diagnóstico.,"OpenRN Medical Terminology 2e, cap. 1, NCBI Bookshelf NBK607453 (CC BY 4.0); OpenRN Medical Terminology 2e, NCBI Bookshelf NBK607454 (CC BY 4.0); Prompt mestre do usuário, corpus-base de terminologia médica, 2026-07-17",alta,candidato_validado_automaticamente,card_proprio,etim-v2-rai-mesenchym-o,sim,reconhecimento,1,,,etim_uid::etim-v2-rai-mesenchym-o;terminologia::nivel::nucleo;terminologia::tipo::raiz,Texto PT-BR; forma citada preservada.
etim-v2-rai-apopt-o,apopt/o,,,morfema,raiz,greco-latina; confirmar étimo apenas quando necessário,,,queda programada,,queda programada,,raiz,celula_tecidos_embriologia,,celula;tecidos;embriologia,3,2,2,0,20,nucleo,apoptose,,,,,,,,queda programada,A forma sugere sentido; não fecha diagnóstico.,"OpenRN Medical Terminology 2e, cap. 1, NCBI Bookshelf NBK607453 (CC BY 4.0); OpenRN Medical Terminology 2e, NCBI Bookshelf NBK607454 (CC BY 4.0); Prompt mestre do usuário, corpus-base de terminologia médica, 2026-07-17",alta,candidato_validado_automaticamente,card_proprio,etim-v2-rai-apopt-o,sim,reconhecimento,1,,,etim_uid::etim-v2-rai-apopt-o;terminologia::nivel::nucleo;terminologia::tipo::raiz,Texto PT-BR; forma citada preservada.
etim-v2-rai-necr-o,necr/o,,,morfema,raiz,greco-latina; confirmar étimo apenas quando necessário,,,morte,,morte,,raiz,celula_tecidos_embriologia,,celula;tecidos;embriologia,3,2,2,0,20,nucleo,necrose,,,,,,,,morte,A forma sugere sentido; não fecha diagnóstico.,"OpenRN Medical Terminology 2e, cap. 1, NCBI Bookshelf NBK607453 (CC BY 4.0); OpenRN Medical Terminology 2e, NCBI Bookshelf NBK607454 (CC BY 4.0); Prompt mestre do usuário, corpus-base de terminologia médica, 2026-07-17",alta,candidato_validado_automaticamente,card_proprio,etim-v2-rai-necr-o,sim,reconhecimento,1,,,etim_uid::etim-v2-rai-necr-o;terminologia::nivel::nucleo;terminologia::tipo::raiz,Texto PT-BR; forma citada preservada.
etim-v2-rai-autophag-o,autophag/o,,,morfema,raiz,greco-latina; confirmar étimo apenas quando necessário,,,autofagia,,autofagia,,raiz,celula_tecidos_embriologia,,celula;tecidos;embriologia,3,2,2,0,20,nucleo,autofagossomo,,,,,,,,autofagia,A forma sugere sentido; não fecha diagnóstico.,"OpenRN Medical Terminology 2e, cap. 1, NCBI Bookshelf NBK607453 (CC BY 4.0); OpenRN Medical Terminology 2e, NCBI Bookshelf NBK607454 (CC BY 4.0); Prompt mestre do usuário, corpus-base de terminologia médica, 2026-07-17",alta,candidato_validado_automaticamente,card_proprio,etim-v2-rai-autophag-o,sim,reconhecimento,1,,,etim_uid::etim-v2-rai-autophag-o;terminologia::nivel::nucleo;terminologia::tipo::raiz,Texto PT-BR; forma citada preservada.
